id,saleprice
328,151479.39544332595
1356,114875.0412758338
1154,97923.97748264902
1730,209493.70406224916
2249,162157.02271285164
1119,293875.1411929054
2856,138170.20318788322
1394,129176.37420467076
2587,127705.86203494426
61,271386.19034993823
2661,188147.77143815398
2711,128884.67563462228
1147,188258.2602151396
757,138584.95385087113
2623,73780.27074130131
2378,159129.0789174906
1413,136705.96670136496
1722,254299.2704077699
1112,217088.9772594053
1623,187766.42828251282
1201,199553.3386767766
1513,115234.79328693035
957,244559.3066381635
1171,267617.98136996076
1145,206761.85144055472
2726,211218.99715451367
703,145270.77290591033
760,106488.26310933488
1964,136774.4347993612
2512,190052.29709610343
159,142857.78482831657
1281,176692.55757147813
468,198688.60962752101
290,126656.71823589926
665,104481.02213634066
1463,256446.1196566758
1792,211023.87398527452
923,137683.0448304535
500,274046.7885709851
1408,152926.2923822307
331,82319.95031932868
170,168371.4900185458
2192,88131.24060865368
2571,293428.5443149609
2314,167286.32327166945
2647,89400.13119704067
422,389740.3050531884
2457,336754.05395804124
1838,222356.2911362527
2805,267662.0664756093
1645,156251.03862144833
1711,304604.40597357386
2825,248478.78613812034
322,321271.5572658939
2103,279715.26622933004
342,111593.98068333771
600,111032.25534156567
488,170657.6502681027
1725,329866.9306780046
2246,291106.70183232846
2847,151561.1243358835
806,240321.4390101255
530,233727.6774691321
963,195507.17699461084
2678,103448.08365653259
171,84103.73016514441
2401,407216.2285988027
805,241183.69233728203
2259,269882.3110712692
1748,210988.96625649952
1361,138752.20468495923
1677,125150.05612783541
1406,157340.27580410813
2322,241764.37690079433
688,156822.80721560176
143,131886.6513553427
804,219026.2540189254
1214,177581.22028607904
2828,177920.46445160193
1999,206684.7066965873
2467,206702.06671849266
2665,181320.81808219585
1538,335154.7169126717
398,105798.76900626016
2822,133519.4195282449
2157,163237.9408189091
1856,199465.12102227536
1269,96169.26908874956
2570,102835.79792547235
2320,235274.74770720798
1517,125864.8163862729
2304,101337.6889304429
1312,95259.64816542206
2012,144417.8855062155
506,226504.90247444395
2865,189916.00178927847
2367,111659.35802290945
554,95464.51002382876
238,137633.0450433823
1954,94035.93844581452
2488,147848.8403176848
2291,93895.35203504656
1969,91565.86778134182
2725,164441.31259674724
1482,170780.52219018366
2763,216822.64827202566
503,252278.76561918185
1584,248533.91398256278
1531,150471.53545597524
2210,169377.61940744694
459,346812.0737685913
556,110546.76585496611
1347,148120.86736381237
1290,73064.15111843242
1388,97016.6358589901
1571,227314.98610377533
2754,238802.9440359052
765,154861.5901988092
2494,108215.85089275579
2870,208169.40713724613
7,224038.44845121904
1114,225228.27484843147
2418,286167.0210107778
291,133523.94789920593
18,329774.1830456845
39,374004.0677659536
1001,244222.56003570464
2442,231543.56261709952
616,131550.3061750221
2680,48447.607501134335
1414,132476.09611936417
289,152848.79089323123
40,267315.100316299
860,130597.97848280247
409,121743.08893135274
673,140438.54613659444
2427,215549.49009822015
2036,199191.40136140134
2564,148267.606996913
642,185905.79772924416
1008,176129.81360559276
1908,168635.5795725895
2519,212280.36329273638
1369,87395.40701721385
2855,163079.7130190268
712,92551.01321960472
1943,114679.0314886246
1958,127280.41566651789
107,192783.91376126366
2295,207597.20477976982
704,102533.68958521115
676,140695.17144433784
259,174342.3684650312
93,260071.68007216277
106,245321.51297820668
2315,177189.35901579642
1050,92324.43098416486
1095,229977.60146240357
2709,153765.00836309892
758,156827.19278846588
1496,157187.32019304828
2370,127136.16584586527
2458,289904.8492087639
2733,148358.9638485073
161,281521.52178506384
726,154775.4223904104
845,224061.64106248686
947,244172.46623758654
2232,102171.96362201087
2563,128602.60786545259
2299,130765.52859858748
211,83591.41298294222
605,169967.1947148553
1478,208037.75677672736
2247,276879.1321367539
2274,206377.60054063372
2869,213247.90445918468
967,217151.4311463758
2656,110153.13755935073
667,219834.31661567523
1042,122302.16432834808
2023,166373.3988991875
2447,357900.3356622619
2055,138691.46879764806
2275,290743.9988236887
2204,173902.743424499
1563,265326.19597376743
483,245285.48503826818
796,153077.93825081765
1526,145904.69355530455
2042,161696.64450795157
442,339674.70788090024
1693,324585.8167474628
1468,229450.34457146632
1430,206200.76526538312
2605,194107.6762098904
1529,198174.62210186757
335,121247.31756486313
1287,117444.46401490766
31,114301.90815787781
1785,302895.1937495177
82,155146.46615976183
2620,141871.46401002497
252,177785.66770245763
721,82491.63692478872
2165,208758.64183082458
2316,193084.6450991386
775,132200.36013156484
1558,91151.9130422704
17,220250.78066033963
1022,229009.62061399396
925,130909.17780789976
438,289279.5131767621
1270,146037.56748993942
1272,107413.47684637162
215,159120.23898091973
266,228931.34678671786
2402,309164.3962442137
1250,124246.76679626881
1984,123322.81781761625
1279,143352.68288329346
377,239788.86762635928
1252,151666.64734829962
2156,259099.49036288582
499,308684.27973457647
1374,126052.80579196816
2898,212215.7181621161
401,100900.68989304714
2721,179850.89060056832
2078,241610.0669031407
2589,123871.23049107942
1946,241734.30313025188
1334,116718.98391645223
2781,224380.14179829476
431,379484.1755616354
576,219145.98023873742
1474,209669.74575273262
2254,133427.53398148308
2155,276349.49044247053
885,112322.57545379942
643,120865.07319691715
1944,115716.42941127923
480,215577.18681722975
2845,106021.05981615151
2387,337991.5532029198
2407,243694.01253745882
2527,178219.39635479456
2514,158172.77829313188
629,160462.64780711275
80,211404.88363951916
1876,128024.60173246934
1546,104048.6840489558
2518,173544.77595133803
2347,163301.10710821737
783,210538.17530950537
1322,54359.36971959824
194,91843.52916636507
1770,283504.44118843385
2143,144482.0473984372
1229,220871.95623613734
511,270553.45342403953
46,267144.3642774726
1348,177092.42337390227
2465,205380.36288466273
387,237422.1683912314
873,230091.0210129901
1918,103066.30229367575
2764,250078.8956675578
2184,119832.79005065242
934,162797.70209364424
1920,114326.67622989553
2631,141133.02690952533
1768,477155.8581372278
2040,109173.91564318376
1749,231328.56145512476
834,234864.2281994788
1457,230109.98917984386
79,117022.088837034
2302,118983.4984435412
1817,147462.4014646029
2755,258692.96307872055
359,182801.99680897663
2059,100325.45447583233
2092,247988.64877669708
2516,225408.9095849535
150,91151.95398731764
1656,152886.52967475494
83,101280.15816095349
2411,218252.3814483272
795,74144.09952912176
2312,217037.2719530066
2917,120749.33478697421
1624,182857.99925097136
2215,257743.88414418307
1211,154559.04782800522
1485,186156.64340765684
1024,185313.2797008543
570,203757.78890426896
2874,142206.90519287548
700,173159.94397896013
2756,230222.7509285251
2022,172821.2175886867
583,225850.23793948622
2392,363059.94531128666
2424,193030.6505780084
212,106134.17406209263
736,123265.33126448389
1610,193768.8095888224
890,131457.8249175099
467,188934.07800683344
578,226400.92340262394
1747,207406.23431235348
1149,175309.91129957282
2758,249153.51463792418
857,118992.18366172064
2219,253565.09656394456
733,97075.43507153082
2909,126400.28630730975
1798,264103.5522853889
235,131136.58203831242
2366,137474.57027559643
1027,121475.5273914737
1195,136324.40904813603
1303,33783.47801689667
148,189753.97907575683
608,142125.76464221242
2515,204301.3037447373
821,283616.7355131542
2500,250404.51073112164
745,97787.38588927282
741,124275.86736825209
1611,135253.92008289922
2532,135882.42199068604
1081,244141.71956705442
1692,413609.32406189956
2520,210444.8911088037
276,118422.07646264293
1992,128596.49271056303
663,40370.550326803175
418,124975.18564601496
1733,209098.63657133497
2359,140072.6693567583
253,186855.63096018427
1518,183774.74429155156
2035,154760.25373887952
2919,74548.05729864124
1540,226097.79045751487
2120,131704.83423633358
1674,195550.13838400584
256,141970.279536727
2361,84771.5125311626
978,92086.26836915586
2280,143767.51081438528
2095,247223.75992554126
1709,334492.2408107241
2801,249846.18740137847
1246,106392.20405139588
2373,106128.35496020224
1055,296256.9774196722
2017,131124.25336560598
1099,289580.6175023246
1344,75014.1035136306
835,196016.5000411269
1117,224177.3864724639
2043,92206.0622868096
2085,120968.39756647559
410,161327.6842702296
2650,106705.81991046858
2867,164843.87003203476
1668,99096.8262806501
1161,173974.8801879431
2122,180028.90021381358
2539,141384.12014586208
1047,135139.11435709323
1445,119488.21557855661
541,123179.7510685559
569,241643.51879896686
1276,116151.09397303185
918,146617.69329700564
326,171127.62561342455
1936,118696.6777028847
895,81500.58101051
257,138354.8164073063
1241,173211.9535210786
1545,111792.36741508155
1189,174438.2760673177
270,161462.0016090221
2066,226995.61861883517
693,105903.82548595531
1259,175029.0241126149
2916,161632.37891295424
2321,309283.12757711345
1977,98492.25782031674
1895,154321.28434013022
1240,164294.08534589355
85,155941.71684664467
1823,109157.02736675323
825,280799.03346524667
110,233183.18815456564
697,117386.21753714493
2297,106594.10408360856
1231,122799.52131001378
1355,132145.15664438735
968,332742.2190095716
584,229298.82635309265
1315,136007.19238643802
1606,128022.44162784822
206,112691.27300530695
1685,368286.1685688306
2016,135091.25129764725
869,204329.19683550083
2135,115128.1129647629
2346,181415.49332992238
2430,255668.03036883986
2198,79626.88903440535
2652,130208.11667954284
27,106733.27843212849
241,176274.9607121628
906,114389.88181853932
1506,106386.73869913418
2098,353341.4623932962
1435,224474.17100574283
2213,129528.57382887564
1274,140089.3461850633
743,18776.696748870105
1737,228801.78774447335
2797,274756.09470123367
2185,61004.79516765512
58,181414.34162360564
830,207510.49109288707
808,127606.93156787791
680,151419.13584456308
1153,114370.2206706508
1291,149433.40996941598
1818,177208.42291389557
2161,203782.4832131418
1883,108235.3063465557
350,312302.3954364794
2473,153795.2271591106
295,185064.94784794954
293,221181.98468498522
859,127660.76559140702
288,75794.41002888679
1578,147034.8185483609
102,218498.71371018526
2831,169076.59784552272
1030,151875.75009937744
2551,124528.12312543017
1286,154232.2199515097
958,294770.44049576693
776,120784.61407682492
72,221398.28357617563
2263,267112.2846212841
1866,153712.1250985278
2876,59976.97998894127
2146,244396.5533905141
103,185579.90035898017
1500,159470.6321190897
492,173754.13534153273
167,131106.90066857482
2597,110623.889059664
2685,111685.34421933301
1035,143452.5076280083
1220,43268.90123635155
2602,165903.87787201282
2159,217681.88949543028
695,175570.13123144198
1109,245889.09964314845
640,200307.19960387045
1652,160118.04431866563
2090,203004.31167998016
1188,183368.48674571945
2345,222637.61203658575
1059,377898.0538902926
2751,236076.8017574469
128,200763.22718276543
1523,205836.6605690181
2925,162646.81604236906
2145,267011.1201812687
1121,235354.66901790872
566,268341.7303998948
565,224982.7583772234
1331,146422.22025584342
2928,120635.74276077878
156,119129.96429428208
797,151644.14885092006
327,96501.5818851373
2859,150069.50368757886
1453,116134.85726272187
1762,314814.5934035948
1868,206672.743221889
1760,180575.06870146762
1113,240442.58969200944
1812,195473.5932074058
117,150025.75895300627
1142,214202.61150883575
2342,342640.3263778547
927,145963.56152043105
2478,177687.09383148278
655,70564.70021033433
2064,130904.14994073354
369,232372.5863199632
2239,123979.63863381554
2732,220903.42316452655
1653,156901.05555097538
959,219472.75659135054
2395,352601.6385250633
1412,104564.5441029762
271,254383.56977106188
1484,176743.2023832938
1497,150591.43798057843
552,153343.25699472812
2,116364.37827204406
1855,288304.2284666471
4,261721.5565995233
2292,160296.77250948967
134,135991.91014832104
646,96970.67172623807
42,319719.0519542536
532,219575.0417773046
713,119977.93023690276
2561,128591.23232065208
2360,138155.22338850482
1333,123254.55661889154
1407,205431.42006417652
2892,288614.68550846656
574,232421.1377077077
1227,203077.3851587341
2591,226327.99936081955
1476,221507.63645252597
1125,266580.5774217129
1446,145437.81533311837
408,121233.50356078052
1101,285605.5139500764
2251,198662.33205992146
373,179494.64008989773
2554,121636.27823416478
2382,275668.90003715403
1985,85143.66584355912
519,234721.96471551718
1093,187166.0023502685
864,256658.98729864325
2889,141640.06206104
2308,186670.15655973676
986,146603.14298266516
1302,141150.16421714367
585,150697.54773401105
2708,132071.19211329118
147,109852.53193253433
1441,224294.7975293654
383,193964.7907704275
285,170763.55658373536
181,118461.2821425469
358,177201.29379661067
780,198173.44331290905
258,190087.91382408916
1865,216442.7354729134
692,113620.24827984415
2902,319715.82799459156
508,241026.48006803336
2638,141230.84073808114
36,152791.5846500389
611,180471.28282340712
2281,133579.88046109528
1678,146121.39408458522
1696,419835.6893458471
1557,70668.22867852557
2180,150749.4084625997
1726,265450.50789114274
951,155626.45602027545
267,235557.4699757754
2706,123125.0857335514
2221,211583.9887494739
1357,172115.68012684834
2901,305424.53353752027
347,176545.23968265095
2164,207828.20685000755
1586,299317.9882799307
360,154685.60467652022
1769,238523.223977992
2617,162656.844833682
1879,164985.09523842207
991,218751.73826839618
1535,109095.25970592133
1191,156008.46248813265
1579,216759.52127891371
1882,117789.78080592351
1510,129093.48665740032
2196,204709.34469756763
1845,192494.38047754747
2336,355979.4613982631
942,99276.87530511424
861,127282.29857152973
2555,104471.35449025733
1392,164932.44245204428
2099,281921.11641218915
1543,131199.2147353595
948,256690.23968512425
1239,170029.4971507623
22,196721.1515649166
2796,231116.47012820176
2747,179538.3673353898
92,271500.1787409934
210,168102.32889274432
1858,225063.34332594002
2228,176993.06684455418
447,251074.00611490058
827,242803.19069414504
1649,231176.45051920385
682,116707.1465122025
2698,110752.41152873325
494,167131.68055303674
214,114662.50141752516
2441,252198.19915116703
2679,112670.1232620801
1336,108311.42999896615
465,198908.32760937262
1524,144169.5235562488
2543,108425.21272418182
631,133093.53317321162
2452,311537.70131989766
228,166883.31848950428
126,154900.97497092144
1092,262718.0287510086
1122,214048.681258502
932,215404.58087888977
1980,85556.52039009487
2171,102725.77266960188
551,137853.35289981734
2768,160274.35759887515
2056,103530.72284496485
1159,344172.9501514181
2645,138832.6588663929
1174,183202.76271222899
2266,210056.84531994327
2462,355783.48721058306
1219,140570.50617907144
2922,194982.98043237458
118,136128.06724504323
474,187356.94844238716
2576,141680.5281399663
872,278773.13138856046
1077,246084.24525152353
1536,134083.963700195
1150,124857.5101269249
2341,304355.6469165692
1931,140495.29909755808
2785,129558.73925315906
2538,119726.14893623546
597,207058.34284845504
464,211470.16901468943
233,225968.24232271465
2169,142690.23130263094
2123,170106.61873699495
1867,156225.98231777857
137,258705.61971856217
515,241706.31439828657
933,121804.47999495859
2784,167615.57334564225
972,168439.43196122587
599,166044.21523602752
2614,126081.92057806623
2582,149048.80496344756
1409,180938.8509112045
175,119397.02545610114
352,211674.74780216333
976,103457.73404027357
2134,191608.37621425308
984,99777.8651999577
2396,348596.925474294
1673,150129.5553438678
404,131055.94659589301
607,168984.32370602086
814,180565.5543711565
868,190637.33258865884
2271,189310.24841650398
1633,239060.95784998973
337,199545.11761948685
2765,184625.1167745854
1746,248892.10429489537
368,308106.9833778987
2806,208597.29942596366
1662,183114.95630532785
1234,223850.28778504097
1373,130657.58471805623
1672,94599.67945494333
1939,116492.43835723051
