id,saleprice
1954,99137.47335431243
2488,127088.54129960795
2291,84781.99768551702
1969,84027.34584379426
2725,170845.5902215358
1482,149460.90898487618
2763,217156.4381517475
503,255665.04666540894
1584,256611.05272749736
1531,167608.9710854124
2210,179756.22040882875
459,332851.0678499016
556,114021.13599564253
1347,136630.9005521245
1290,66297.33066083169
1388,104932.27294419194
1571,233360.81827421708
2754,235371.74738556767
765,148732.13161457388
2494,115103.93252168874
2870,206115.30824695385
7,246184.5435280517
1114,220469.36858218323
2418,280226.71710161865
291,139899.8539854915
18,378011.1783773318
39,385877.73343787563
1001,281450.52244603063
2442,233987.34308608598
616,132617.06152691314
2680,49664.437804953224
1414,131857.73603536317
289,155450.73458126964
40,272866.94322773244
860,140620.4621840499
409,100071.7552993343
673,157153.7753203356
2427,185124.90555126528
2036,194164.08906201858
2564,144623.77174496144
642,180310.87425446472
1008,174493.90223086198
1908,160310.25644300098
2519,209828.94860630974
1369,76009.27026346991
2855,154333.300921464
712,85922.25897080523
1943,116268.53377314046
1958,125317.43244693644
107,174615.84233953082
2295,214732.26847634095
704,105264.19899863818
676,130495.58025864084
259,172434.51827937618
93,259095.03066471487
106,243428.56827118612
2315,177823.33205057596
1050,97638.74364243861
1095,215348.6201003145
2709,163871.02563936132
758,159767.77879800295
1496,161838.27907474965
2370,116621.03919201346
2458,291838.21889811545
2733,150394.13159560616
161,276555.4900971615
726,146992.88081406747
845,227335.80603251813
947,245483.28479399433
2232,100071.90453140266
2563,130151.23659374935
2299,140021.21103649127
211,89718.81337773742
605,153721.04612974366
1478,207119.0529268663
2247,277523.73765088385
2274,218965.80083516048
2869,211504.10088993708
967,212383.61873647338
2656,114836.38625064088
667,210775.18949092945
1042,118071.94868994
2023,158345.48770017386
2447,360759.6256484691
2055,129301.70502975133
2275,303002.53279484296
2204,174328.99527725897
1563,265844.33287883934
483,246812.42211904895
796,132773.9434077718
1526,144093.74416535624
2042,159227.48855969773
442,354558.8811964351
1693,327210.89820854645
1468,229162.35981581788
1430,208518.98708883545
2605,191181.39002152905
1529,196037.44168114223
335,126152.22587026922
1287,108816.03707822546
31,108246.78407649591
1785,311062.3767172155
82,150863.85776315446
2620,144725.0711356326
252,178893.42530507722
721,72646.4525130023
2165,205767.7002231367
2316,199495.777496232
775,135727.7674571704
1558,76424.59548091919
17,224079.5096633772
1022,242156.344554126
925,128197.77534581839
438,296334.85931163887
1270,144473.60921695977
1272,110727.46386643598
215,152327.9166326417
266,228951.16404573698
2402,306800.45541867864
1250,132559.81637105087
1984,125505.45638772767
1279,146583.85702199483
377,239876.6154441127
1252,154457.33574804195
2156,256115.67199718606
499,324482.85672154406
1374,122980.39727419901
2898,214247.27412117328
401,110388.45187508817
2721,184117.2462569477
2078,259792.8950706157
2589,126845.63201280884
1946,258678.85333941813
1334,107968.51986686663
2781,227712.48466273362
431,384266.27943142015
576,198820.352066724
1474,206818.8283847889
2254,135464.1416442477
2155,288404.3653670179
885,113286.14894803416
643,131126.39861947318
1944,115252.3337012762
480,210086.58558931656
2845,109140.99628317202
2387,338251.7179215366
2407,222281.25036547703
2527,173611.7428923354
2514,139216.09118863058
629,172125.60879948415
80,205748.51745896126
1876,133800.39575602172
1546,103683.09659280891
2518,179425.4611074014
2347,157346.68433940987
783,213567.57189930513
1322,45583.1558089905
194,81479.01781739011
1770,284503.11126753717
2143,149148.76549746975
1229,220374.01080626517
511,273674.827723059
46,247654.9763674073
1348,167651.34610592012
2465,198685.45666641073
387,232778.3999502077
873,230158.94556744833
1918,111471.8053417715
2764,248348.8339618913
2184,132176.5253073354
934,142205.0267511768
1920,120979.84095524433
2631,133013.21617991856
1768,489960.2974394986
2040,103598.97867278598
1749,228147.72190769963
834,246598.182261295
1457,224587.503954568
79,101795.65805028373
2302,124464.83991083447
1817,141094.98947587167
2755,256029.0934690914
359,179309.2156987365
2059,105089.90355385198
2092,245325.3460663685
2516,225174.99500751487
150,102213.57530366757
1656,145093.91921582705
83,88609.30351020163
2411,211331.26732158882
795,79299.26284954637
2312,216437.0293270145
2917,115103.04380712449
1624,185213.87416251356
2215,274144.5111503877
1211,161321.3149957757
1485,160241.43986187893
1024,197648.34276833042
570,182615.69063644053
2874,146509.37593705393
700,165180.3238932422
2756,233811.58847012732
2022,175179.6951615389
583,227011.20380889825
2392,369417.2179918985
2424,170522.42546124032
212,104172.24433700948
736,126165.20896604023
1610,192667.07553653358
890,134483.27827136332
467,179570.6482798905
578,235373.70516236106
1747,202766.1682102827
1149,154398.98303080714
2758,254887.17672646238
857,124427.97404886471
2219,262982.56472282036
733,96087.92891661408
2909,106641.2039322486
1798,253708.57177949665
235,129840.83319795814
2366,107334.2932594366
1027,114146.39388120761
1195,154583.51632935752
1303,42267.76170761674
148,197660.87520862074
608,147919.86304862658
2515,211502.65629421157
821,281128.99134902423
2500,255353.23951001704
745,92631.09216942098
741,125443.79938282788
1611,143489.73815429508
2532,126256.56111447296
1081,218046.95338441385
1692,416476.45124026656
2520,206872.54730904265
276,116074.28326046592
1992,129877.6307831693
663,29185.823625849473
418,104234.66090712692
1733,209313.64317866866
2359,145935.7931703952
253,194887.8693299527
1518,181436.3835572903
2035,151529.08186235925
2919,70619.30785587107
1540,231081.9481351853
2120,135452.6362797871
1674,168442.68044679274
256,132647.18314053753
2361,89649.72083348107
978,73280.67861159034
2280,123589.11703256602
2095,245548.49874365516
1709,338254.99934337975
2801,247482.18912171814
1246,117128.19671173109
2373,99633.94968316084
1055,313249.87505510944
2017,126788.98900811936
1099,300717.95203838573
1344,65787.22659879795
835,198539.73293662205
1117,226512.84082539327
2043,75848.21019744605
2085,99972.66396031462
410,141192.18565478988
2650,102097.55644982622
2867,156315.62716600377
1668,105228.3497106809
1161,153130.36720530456
2122,184382.36641043308
2539,132066.77128535387
1047,118681.09015716775
1445,133627.86098741918
541,119645.93430864523
569,213550.65098828624
1276,117793.00351567601
918,143352.14611585432
326,170694.06337671136
1936,127887.42313641636
895,100374.94287232401
257,136974.13602199726
1241,172951.6365539517
1545,109068.90665744033
1189,183200.57710503705
270,141916.5423620334
2066,222545.5980660676
693,105027.71939139401
1259,164227.1378970229
2916,159459.64640509489
2321,306085.1829950152
1977,87927.16480998148
1895,154473.62625594743
1240,174230.7376647079
85,148876.63340459796
1823,112689.67688114861
825,294708.5574647181
110,235124.54458370546
697,119054.08706027521
2297,103105.27989309203
1231,125757.49420279087
1355,130713.44448735518
968,338874.0950262092
584,220883.3075442619
1315,133814.04821328956
1606,137252.97344864128
206,95340.39517652703
1685,381368.2533314995
2016,132355.70019624307
869,208095.80899464653
2135,120220.35252525705
2346,182775.07192408334
2430,233086.48883008456
2198,75630.06663457528
2652,129199.80237146243
27,116934.28136746364
241,179137.68564522124
906,105407.19379567011
1506,110064.77055907414
2098,358590.79114353686
1435,228378.7575261584
2213,144578.59322363196
1274,137761.48099981787
743,15269.322727339284
1737,228748.52422296198
2797,274972.1009280614
2185,60313.01157469451
58,183111.10650515647
830,215194.04523764565
808,116456.7539503836
680,158226.3521869327
1153,102786.80475580198
1291,153342.46501946874
1818,150948.98410087198
2161,196010.4353198064
1883,114104.53465600175
350,329246.5382775266
2473,146772.12957831804
295,178974.88983902737
293,212808.7307112273
859,130397.72760119721
288,73415.06971685721
1578,147505.76669883082
102,206211.80411645703
2831,166343.603828447
1030,155974.18771967053
2551,134734.27457523355
1286,145237.46039126237
958,319376.3634875208
776,125736.10778012959
72,223176.16560046797
2263,272403.1969107245
1866,138916.84170406256
2876,56657.7897469358
2146,242057.37937230818
103,190584.32072545955
1500,133875.91344637104
492,163078.77396519063
167,133087.99020944306
2597,119664.77916702142
2685,102331.84767554286
1035,149048.1214435311
1220,52876.33287591199
2602,163725.03416871582
2159,215270.20394456107
695,160355.51874426685
1109,253697.4354629424
640,184721.19262071812
1652,150476.87572025918
2090,202316.1053004039
1188,181842.47147585676
2345,210499.9556612838
1059,382808.01035923837
2751,225650.05028321812
128,204160.65205381037
1523,205358.09775794338
2925,165538.7244392225
2145,271306.53104882705
1121,234701.3618126665
566,271420.0912853981
565,225596.59183979468
1331,149377.15328188197
2928,114981.58700273585
156,124799.16831179956
797,150361.4458305706
327,72919.76977147661
2859,144846.4289064515
1453,123662.27215272121
1762,316847.72042528784
1868,213460.34574801876
1760,176679.9990214662
1113,233939.42138410246
1812,196904.0999051142
117,147340.63958195463
1142,216071.2280888331
2342,409817.8945867497
927,139722.54176537384
2478,178113.95677939407
655,78357.81430784098
2064,127119.97454576199
369,288710.10881480627
2239,111530.63799209498
2732,210980.45122111076
1653,160576.90910565958
959,230216.6038815438
2395,348191.0183437979
1412,104632.17166920607
271,257998.88568064774
1484,155053.40865401705
1497,157927.34018200083
552,149166.66583174086
2,114262.83820441373
1855,297540.1588359817
4,264425.4063008946
2292,153900.01083682154
134,132244.89231969597
646,101682.17331313169
42,326560.1697150115
532,223307.47924931278
713,111668.26265218998
2561,132437.41928553808
2360,140746.21227909654
1333,114500.544113984
1407,213003.87504177654
2892,296303.330425801
574,228617.58214080517
1227,197270.6834654276
2591,225701.14949880732
1476,221660.0725654016
1125,265719.8875073675
1446,140527.42675256717
408,118330.7150761151
1101,281992.8306364776
2251,200945.16189037546
373,190013.6723725285
2554,132260.69978247397
2382,279177.3980810534
1985,81796.59690176988
519,237269.62525305263
1093,180820.18349741006
864,254469.06707462552
2889,138811.08240036803
2308,190744.7413620728
986,155297.87125889916
1302,141638.0268054712
585,149030.0311374707
2708,147329.49955133928
147,120859.33182904984
1441,227670.5054261407
383,179513.5261581821
285,182968.45942371857
181,108732.37719884216
358,180030.4591044451
780,190160.139539275
258,183738.57968153147
1865,213149.7391343041
692,111984.50642872791
2902,324737.18089736963
508,239137.67484665418
2638,144042.9218813856
36,147577.78458171024
611,167530.14875648555
2281,151294.49838787754
1678,130885.60632829937
1696,430119.75152397645
1557,66847.34146909046
2180,151443.95362331453
1726,247766.04048372075
951,148803.77097013415
267,231142.49995466304
2706,127528.20027892991
2221,221855.30957280684
1357,174141.4808660612
2901,303817.3847253339
347,178676.69362165176
2164,214971.177743387
1586,297679.3861973677
360,153739.11122992216
1769,237377.4662530573
2617,172980.56583418173
1879,148017.63626137518
991,218401.61268909767
1535,117455.71814989505
1191,135386.64342902842
1579,228937.27373957075
1882,132580.36344482383
1510,127167.88866219204
2196,214250.10270360098
1845,178727.05448235528
2336,417875.8866995194
942,92997.57799571147
861,123578.41908505533
2555,103483.28305902731
1392,163733.22573654464
2099,279909.46110050735
1543,126641.01002667347
948,261963.12414750963
1239,175288.43344211866
22,185730.6867180453
2796,241552.05893305075
2747,187668.40639968638
92,268628.95044941845
210,159365.76683045336
1858,206558.10633428526
2228,155075.14331531248
447,257353.75009680333
827,245327.56163129522
1649,226857.5241991879
682,128385.69803510772
2698,100256.95867937471
494,165815.6084778637
214,116809.85670012658
2441,254918.1865686466
2679,104200.53973227667
1336,114971.25534810245
465,183375.2372118466
1524,140033.8881945482
2543,108296.412200729
631,139253.05973934152
2452,310317.4430905253
228,177397.88876727642
126,148357.9385563285
1092,244047.83626435016
1122,211274.9659356611
932,215710.28321948578
1980,78990.02783793483
2171,127064.92458035957
551,137664.30937908677
2768,163725.4530655392
2056,109417.96757377948
1159,348648.00331936113
2645,139730.1098087225
1174,189986.0848609302
2266,206728.2484280656
2462,326930.9522826857
1219,145162.62882919295
2922,181128.83938964762
118,148651.17389402178
474,163443.2636424479
2576,150094.73519212104
872,286318.8855223584
1077,232532.70870637128
1536,141657.4424030363
1150,131898.33205718634
2341,346665.8308013199
1931,144269.5274842618
2785,134369.42254090152
2538,124634.75986663872
597,203830.08052481414
464,222656.9475583562
233,226712.19930991088
2169,139682.87301248597
2123,169418.1567434603
1867,162952.95912101786
137,255739.02855820087
515,234865.41237597138
933,115490.01144090538
2784,161607.93103571885
972,154325.6258007293
599,160274.82313436503
2614,133008.61984022544
2582,145250.32984703084
1409,174405.47666018453
175,112781.01830026555
352,253750.6986605791
976,101972.24085248723
2134,186559.6400850286
984,106675.16856687998
2396,349118.9348797981
1673,127300.0281111581
404,105557.40722689082
607,173284.69959352398
814,165124.7254618305
868,192295.25936181252
2271,189177.93176466136
1633,270761.190940471
337,198950.6504357354
2765,193474.51362099824
1746,255673.82020252422
368,362831.7466038175
2806,211118.6160071138
1662,172650.20155330354
1234,217558.84172121956
1373,136534.58409197198
1672,100799.80451409167
1939,121474.21376692911
